Artist,Title,Album,Lyric,Year
Sabrina Carpenter,Take You Back,Singular: Act II (Japan Edition),"[Verse 1]
I picked you out 'cause you were shiny and new
Had all the features, even came with tattoos

[Pre-Chorus]
But I just figured out now what hindsight means
Up until now, never had any reason to
Wish that I didn't, but now I do
The hell do I do with all these receipts?
Every moment that I ever spent on you
Shoulda just bought a new pair of shoes

[Chorus]
(Eh, eh, eh)
I wanna take you back, take you back, oh
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you
(Eh, eh, eh)
I wanna take you back, take you back, I
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you

[Post-Chorus]
(Ah, ah, ah-ah, la-la-la-la-la)
I wanna put you back, na-na
(Ah, ah, ah-ah, la-la-la-la-la)


[Verse 2]
Closest I've ever come to buyer's remorse
If you don't make me happy, then what good are you for?

[Pre-Chorus]
But I just figured out now what hindsight means
Up until now, never had any reason to
Wish that I didn't, but now I do
The hell do I do with all these receipts?
Every moment that I ever spent on you
Shoulda just bought a new pair of shoes

[Chorus]
(Eh, eh, eh)
I wanna take you back, take you back, oh
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you
(I wanna put you back, na-na)
(Eh, eh, eh)
I wanna take you back, take you back, I
(Take you back, wanna take you back)
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you

[Bridge]
(Eh, eh, eh)
If it ain't broke, don't fix it
If it is broke, then go get rid of it, rid of it
(Oh, oh, oh, oh)
If it ain't broke, don't fix it
If it is broke, then go get rid of it, say it again (Rid of it, rid of it, na)
(Eh, eh, eh)
If it ain't broke, don't fix it
If it is broke, then go get rid of it, rid of it
(Oh, oh, oh, oh)
If it ain't broke, don't fix it
If it is broke, then go get rid of it, say it again


[Chorus]
(Eh, eh, eh)
I wanna take you back, take you back, oh (No)
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you
(Where you came from)
(Eh, eh, eh)
I wanna take you back, take you back, I
(Oh, oh, oh, oh)
I wanna put you back, put you back where I found you

[Outro]
(Ah, ah, ah-ah, la-la-la-la-la)
I wanna put you back where I found you
Back to where you came from
(Ah, ah, ah-ah, la-la-la-la-la)
No, no, no, no, no, oh hey (Eh, eh, eh)
(Ah, ah, ah-ah, la-la-la-la-la)
I wanna take you back, oh no (Oh, oh, oh, oh)
Ah-la-la-la-la, ah-na-na-na-na-na
(Ah, ah, ah-ah, la-la-la-la-la)",2019
Sabrina Carpenter,We’ll Be the Stars,Eyes Wide Open ,"[Verse 1]
We are young, we are gold
Trying things we didn't know
Looking at the sky
See it come alive
All our fears became our hopes
Climbed out every locked window
We rode a lion's mane
And fell upon the rain

[Pre-Chorus]
We can reach the constellations
Trust me, all our dreams are breaking out

[Chorus]
No, we're never gonna turn to dust
Yeah, all we really need is us
Don't be scared to close your eyes
No, we're never gonna die
We'll be the stars, oh
No, we're never gonna step too far
Yeah, we're holding on to who we are
When it's time to close our eyes
They will see us in the sky
We'll be the stars


[Post-Chorus]
(Oh)
We'll be the stars
(Oh)
We'll be the stars

[Verse 2]
Let me in, hold me close
Fill my heart with simple notes
So when it's hard to see
They are there reminding me
Take my breath and hold me high
So I can feel the city lights
Glowing under me
It's in our reach, we're breaking out

[Chorus]
No, we're never gonna turn to dust
Yeah, all we really need is us
Don't be scared to close your eyes
No, we're never gonna die
We'll be the stars, oh
No, we're never gonna step too far
Yeah, we're holding on to who we are
When it's time to close our eyes
They will see us in the sky
We'll be the stars


[Post-Chorus]
(Oh)
We'll be the stars
(Oh)
We'll be the stars

[Bridge]
We can reach the constellations
Trust me, all our dreams are breaking out

[Chorus]
No, we're never gonna turn to dust
All we really need is us
We'll be the stars, oh
No, we're never gonna step too far
Yeah, we're holding on to who we are
When it's time to close our eyes
They will see us in the sky
We'll be the stars

[Outro]
(Oh)
We'll be the stars
(Oh)
We'll be the stars
(Oh)
We'll be the stars
(Oh)
Woah, we'll be the stars",2015
Sabrina Carpenter,No Words,EVOLution ,"[Intro]
No words, no words, no words

[Verse 1]
When everything is quiet
Nothing on the tip of your tongue
But a beautiful silence
And it lets me know
That even in the madness
When everything just seems to go wrong
Take a beautiful silence
'Cause it lets me know

[Pre-Chorus]
Ribs are a cage of a wild heart
I can hear your heart beatin' in the bars
Beatin' in the bars, beatin' in the bars
Ribs are a cage of a wild heart
I can hear your heart beatin' in the bars
Beatin' in the bars, beatin' in the bars

[Chorus]
When everything is up and down
Up and down, up and down
And the world is tryin' to beat you down
Beat you down, beat you down
(No, no, no words)
We could keep it quiet
Leave it on the tip of your tongue
When everything is up and down
Up and down, up and down
(No, no, no words)


[Verse 2]
When I'm in the darkness
The dawn is having you by my side
'Cause you leave me speechless
And it lets me know
Where nobody can hear us
I'll tell you everything with my eyes
'Cause you leave me speechless
And I think you know

[Chorus]
When everything is up and down
Up and down, up and down
And the world is tryin' to beat you down
Beat you down, beat you down
(No, no, no words)
We could keep it quiet
Leave it on the tip of your tongue
When everything is up and down
Up and down, up and down
(No, no, no words)

[Bridge]
No words, no words, no words
We need
No words, no words, no words
Hear me
No words, no words, no words
Baby
No words, no words, no words
(No words, no)


[Instrumental Break]
No, no, no
No words
No, no

[Chorus]
When everything is up and down
Up and down, up and down
And the world is tryin' to beat you down
Beat you down, beat you down
(No, no, no words)
We could keep it quiet
Leave it on the tip of your tongue (Tip of your tongue)
When everything is up and down
Up and down, up and down
(No, no, no words)

[Bridge]
No words, no words, no words
We need
No words, no words, no words
Hear me
No words, no words, no words
Baby
No words, no words, no words


[Outro]
(No words, no words, no words)
Ribs are a cage of a wild heart
I can hear your heart beatin' in the bars
(No words, no words, no words)
Beatin' in the bars, beatin' in the bars
(No, no, no words)
(No words, no words, no words)
Ribs are a cage of a wild heart (Beatin' in the bars, no)
I can hear your heart beatin' in the bars
(No words, no words, no words)
Beatin' in the bars, beatin' in the bars
(No, no, no words)
Baby, no words, no words, no words",2016
Sabrina Carpenter,white xmas,fruitcake,"[Intro]
I'm dreamin' of a white Christmas
Just like the ones I used to know
Where the treetops glisten and children listen
To hear sleigh bells in the snow, mmm

[Pre-Chorus]
Da-da-da-dum, da-da, da-da-dum
(Da-da, da-da, da-da-da, da-da-dum)
Da-da-da-dum, da-da, da-da-dum
(Da-da, da-da, da)
I said

[Chorus]
I'm dreamin' of a white Christmas
(Da-da, da-da-dum, da-da, da-da-dum)
With every Christmas card I write, oh-oh
(Da-da, da-da-dum, da-da, da-da-dum)
May your days, may your days, may your days be merry and bright
And may all (All) your (Your) Christmases be (Da-da, da-da-dum)
White (Dum-dum-dum-dum-dum)
Da-da-da, oh

[Chorus]
'Cause I'm dreamin' of a white Christmas
(Da-da, da-da-dum, da-da, da-da-dum)
Just like the ones I used to know
(Da-da, da-da-dum, da-da, da-da-dum)
May your days, may your days, may your days be merry and bright
And may all your Christmases be white


[Outro]
Jingle bells, the jingle bеlls
Jingle all the way
Ooh",2023
Sabrina Carpenter,All We Have Is Love,EVOLution ,"[Verse 1]
They could tear this house down brick by brick
But we won't even miss a thing
They said we'd never make it, but our hearts won't quit
A never-ending fantasy

[Pre-Chorus]
We could be royalty, king and queen of nowhere
Lose it all, everything
As long as we got you and I, you and me
They can tear this whole house down

[Chorus]
All we have is love
All we have is love
All we have is love, na

[Refrain]
When shadows and demons are chasin'
There's no way that our hearts will be breakin'
'Cause all we have is love, na

[Verse 2]
We don't need a dream to be wide awake
When every day is ecstasy
We won't let the stars cross, change our fate
It's heaven when you're next to me


[Pre-Chorus]
We could be royalty, king and queen of nowhere
Lose it all, everything
As long as we got you and I, you and me
They can tear this whole house down

[Chorus]
All we have is love
All we have is love
All we have is love, na

[Refrain]
When shadows and demons are chasin'
There's no way that our hearts will be breakin'
'Cause all we have is love, na

[Verse 3]
They could tear this house down brick by brick
But we won't even miss a thing
They said we'd never make it, but our hearts won't quit
A never-ending fantasy

[Chorus]
All we have is love
All we have is love
All we have is love, na


[Refrain]
When shadows and demons are chasin'
There's no way that our hearts will be breakin'
'Cause all we have is love
'Cause all we have is love

[Outro]
'Cause all we have is love, na",2016
Sabrina Carpenter,Wife,Unknown Album,"[Intro]
Ta-da-da-ta, ta-ta

[Verse 1]
I'm a grass-fed, free-range, non-GMO shit
Gluten-free, wagyu beef, au naturel bitch
You pick me up, you'll never wanna put me down
I promise you that you'll be singing out loud

[Pre-Chorus]
Happy birthday to you
I'm the prize, baby, you can't lose
It's up to you, honey, you choose
I said, ""I'm right, all ready if you're ready for me,"" uh

[Chorus]
I eat food with my hands
Do the Cha-Cha when I dance
I'm no good at making plans (Yeah, yeah)
Fresh face, little waist
I can put you in your place
Freak in the sheets, at the movies, and back at your place

[Post-Chorus]
You should thank God the heavens designed me
You noticin' it when you walk by me
You say, ""What's that? It's rеally nice
Wearin' this shit my whole lifе
What's that material?"" Oh, yeah, it's wife


[Interlude]
Da, da-da, yeah

[Verse 2]
I'm a diamond and the facet
Hit your balance and your assets
Your friends kiss your accent
I'm a girl with many talents
Your newest, baddest habit
When I leave, you wish you hadn't

[Pre-Chorus]
Happy birthday to you
Say, I'm the prize, baby, you can't lose
It's up to you, honey, you choose
I said, ""I'm right, all ready if you're ready for me,"" uh

[Chorus]
I eat food with my hands
Do the Cha-Cha when I dance
I'm no good at making plans (Yeah, yeah)
Fresh face, little waist
I can put you in your place
Freak in the sheets, at the movies, and back at your place

[Post-Chorus]
You should thank God the heavens designed me
You noticin' it when you walk by me
You say, ""What's that? It's really nice
Wearin' this shit my whole life
What's that material?"" Oh, yeah, it's wife


[Interlude]
Da, da-da, yeah
Ah-ta-da-da, da-da

[Outro]
Here comes your life
Dressed in something nice, yeah
(I mean, isn't this the best song ever?)
Oh, yeah, it's wife",
Sabrina Carpenter,Mirage,EVOLution ,"[Verse 1]
They said, ""You can't wear Giamba
Baby, you gotta pay""
Well, then we got a problem, problem
""And there's a party at midnight at the top of the hill
But you gotta be someone, someone""

[Pre-Chorus]
And every face is a hologram
We're all caught in a dream
We're all caught in a dream
And everyone plays so innocent
It's all part of the scene, oh

[Chorus]
Is it just a mirage?
All these Hollywood gods
And everything that we've got
Is it just a mirage?

[Verse 2]
And we just go through the motions
Yeah, we lock 'em inside
Don't show any emotion, emotion
And everybody's been talking
Believe it or not
But you don't gotta listen, listen


[Pre-Chorus]
And every face is a hologram
We're all caught in a dream
We're all caught in a dream
And everyone plays so innocent
It's all part of the scene, oh

[Chorus]
Is it just a mirage?
All these Hollywood gods
And everything that we've got
Is it just a mirage?

[Bridge]
Is it real, is it real or not?
Is it real, everything we've got?
I don't know
And is it real, is it real or not?
Is it real, everything we've got? Ooh

[Chorus]
Or is it just a mirage? (Oh no)
All these Hollywood gods (Oh no)
And everything that we've got (Oh)
Is it just a mirage?


[Outro]
Is it just a mirage?",2016
Sabrina Carpenter,The Middle of Starting Over,Eyes Wide Open ,"[Verse 1]
Cast out to sea
Drifting with the tide
And no way of finding me
Now that I'm free
Nothing but blue skies
Paradise in front of me

[Pre-Chorus]
Awake from this dream
I hold my breath and just believe

[Chorus]
Tired of all the troubles, they've been wasting my time
I don't wanna fight, gonna leave it behind
Take it on faith, now I'm ready to fly
I'm in the middle of starting over
Back to the beginning, gonna hit rewind
Chance to do it over, get it right this time
Life gives you pennies, turn 'em into dimes
I'm in the middle of starting over
I'm in the middle of starting over


[Refrain]
Oh, oh
Oh, oh

[Verse 2]
Alone in a room
Tearing down the walls
Painting over scars and bruises
Now this is home
Fill it up with love
And make the best of something new, yeah

[Pre-Chorus]
As hard as it seems
I hold my breath and just believe

[Chorus]
Tired of all the troubles, they've been wasting my time
I don't wanna fight, gonna leave it behind
Take it on faith, now I'm ready to fly
I'm in the middle of starting over
Back to the beginning, gonna hit rewind
Chance to do it over, get it right this time
Life gives you pennies, turn 'em into dimes
I'm in the middle of starting over


[Bridge]
The colors and the stars seem a little brighter
Tomorrow isn't far away (Not far away)
Through the hardest part
I'm working towards a happy ending

[Chorus]
Tired of all the troubles, they've been wasting my time
I don't wanna fight, gonna leave it behind
Take it on fate, now I'm ready to fly
I'm in the middle of starting over
Back to the beginning, gonna hit rewind
Chance to do it over, get it right this time
Life gives you pennies, turn 'em into dimes
I'm in the middle of starting over
Tired of all the troubles, they've been wasting my time
I don't wanna fight, gonna leave it behind
Take it on faith, now I'm ready to fly
I'm in the middle of starting over
Back to the beginning, gonna hit rewind
Chance to do it over, get it right this time
Life gives you pennies, turn 'em into dimes
I'm in the middle of starting over
I'm in the middle of starting over

[Refrain]
Oh, oh
Oh, oh",2014
Sabrina Carpenter,Espresso (Espressooooo Version),Espresso,"[Intro]
(Yes)
(Yes)
(Yes)
(Yes)
(Yes)

[Chorus]
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

[Verse 1]
I can't relate to desperation
My give-a-fucks are on vacation
And I got this one boy and he won't stop calling
When they act this way, I know I got 'em

[Pre-Chorus]
(Mm) Too bad your ex don't do it for ya
(Mm) Walked in and dream-came-trued it for ya
(Mm) Soft skin and I perfumed it for ya
(Yes) I know I Mountain Dew it for ya
(Yes) That morning coffee, brewed it for ya
(Yes) One touch and I brand-newed it for ya (Ooh)


[Chorus]
And now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso

[Post-Chorus]
Holy shit
Is it that sweet? I guess so (Mm)

[Verse 2]
I'm working late 'cause I'm a singer
Oh, he looks so cute wrapped 'round my finger
My twisted humor make him laugh so often
My honeybee, come and get this pollen

[Pre-Chorus]
(Mm) Too bad your ex don't do it for ya
(Mm) Walked in and dream-came-trued it for ya
(Mm) Soft skin and I perfumed it for ya (Ayy, ayy, oh)
(Yes) I know I Mountain Dew it for ya
(Yes) That morning coffee, brewed it for ya
(Yes) One touch and I brand-newed it for ya (Stupid)


[Chorus]
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Thinkin' 'bout me every night, oh
Is it that sweet? I guess so (Yes)
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Move it up, down, left, right, oh (Move it up, down, left, right, oh)
Switch it up like Nintendo (Yes)
Say you can't sleep, baby, I know
That's that me espresso

[Instrumental Break]

[Chorus]
Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Thinkin' 'bout me every night, oh
Is it that sweet? I guess so (Yes)
Say you can't sleep, baby, I know
That's that me espresso (Yes)
Move it up, down, left, right, oh (Move it up, down, left, right, oh)
Switch it up like Nintendo (Yes)
Say you can't sleep, baby, I know
That's that me espresso


[Outro]
Is it that sweet? I guess so
Mm, that's that me espresso",2024
Sabrina Carpenter,Espresso (On Vacation Version),Espresso,"14 ContributorsTranslationsPolskiEspresso (On Vacation Version) Lyrics“Espresso (On Vacation Version)” is the instrumental version of Sabrina Carpenter’s 2024 hit single “Espresso”.

The title is a play on words, suggesting that Sabrina is “on vacation” and isn’t singing, hence… Read More This song is an instrumental",2024
Sabrina Carpenter,Seamless,Eyes Wide Open ,"[Verse 1]
Good morning, you're leaving
I'll see you in the evening
My best friend 'til the end
My better half, no pretend
Our language is sacred
Though people try to solve it
New adventures on the way

[Chorus]
You and me together
Take on the world forever
I know all your secrets
And I promise you I'm gonna keep them
I'll be there when you are feeling clueless
You and me, oh yeah, we're seamless

[Post-Chorus]
Woah-oh-oh-oh-oh, yeah
Woah-oh-oh-oh-oh-oh

[Verse 2]
We're klutzy, but so lucky
That I always have you to catch me
We're partners in crime
You're stuck with me your whole life
So different, out of our minds
From a planet that's hard to find
Every second every day


[Chorus]
You and me together
Take on the world forever
I know all your secrets
And I promise you I'm gonna keep them
I'll be there when you are feeling clueless
You and me, oh yeah, we're seamless

[Bridge]
You're right by my side whenever I need you
Through the hardest times, I'll be there for you
At the crack of dawn when the moon is gone
I won't be hard to find
'Cause you and me, oh yeah, we're seamless
Oh-oh-oh-oh-oh, yeah
Oh, oh yeah

[Chorus]
You and me together
Take on the world forever
I know all your secrets
And I promise you I'm gonna keep them
I'll be there when you are feeling clueless
You and me, oh yeah, we're seamless

[Outro]
Woah-oh-oh-oh-oh, ah
Woah-oh-oh-oh-oh-oh",2015
Sabrina Carpenter,Don’t Want It Back,EVOLution ,"[Verse 1]
You are the voice inside my mind
Something so real is hard to find
I know, I know (I know, I know)
I know, I know (I know, I know)
I'll hold you tight, remove the air
No space between, I want you here
I know, I know (I know, I know)
Baby, you're home

[Pre-Chorus]
Headfirst, I dive
Won't wait for time
We're livin' for tonight

[Chorus]
You give me a reason
To feel what I feel
When everything is under attack
You got my heart, I don't want it back
You might be the answer
To all of my fears
When everything is under attack
You got my heart, I don't want it back

[Post-Chorus]
You got my heart, I don't want it back


[Verse 2]
This moment can't be washed away
A part of you's a part of me
I know, I know (I know, I know)
I know, I know (I know, I know)
This love we have will never end
We're circles, we begin again
I know, I know
Baby, I'm home

[Pre-Chorus]
Headfirst, I dive
Won't wait for time, no
We're livin' for tonight, oh

[Chorus]
You give me a reason (Ooh, no)
To feel what I feel (No, no)
When everything is under attack (No)
You got my heart, I don't want it back
You might be the answer
To all of my fears (Oh no, no)
When everything is under attack
You got my heart, I don't want it back

[Post-Chorus]
You got my heart, I don't want it back


[Bridge]
You give me a reason (Huh)
You give me a feeling (Uh-huh)
And all of the things you're givin' to me
You're givin' to me, baby

[Chorus]
You give me a reason
To feel what I feel (No, no)
When everything is under attack (Oh no)
You got my heart, I don't want it back
You might be the answer (Oh no, no)
To all of my fears (Oh no)
When everything is under attack
(You got my heart, I don't want it back)
You got my heart, I don't want it back

[Outro]
Don't want it back, no, baby
You got my heart, I don't want it back
No, no, no, no, no, no
You got my heart, I don't want it back",2016
Sabrina Carpenter,Space,EVOLution ,"[Verse 1]
Under pressure (Pressure)
Questions all around, but there's no answers (Answers)
Try to keep my pace, they want it faster (Faster)
Records all around, they give me shelter, shelter (Shelter, shelter)
Oh, no

[Pre-Chorus]
No need to hurry, no need to rush
I tell them my story, it's never enough
(It's never enough)

[Chorus]
I'm hiding from my shadows
Running inside my dreams
I know that you are watching
You're right there watching me
I need a taste of freedom
I need some room to breathe
But I know that you are watching
You're right there watching me

[Post-Chorus]
So gimme a little, gimme a little, a little more space
Just gimme a little, gimme a little (More)


[Verse 2]
Satisfaction (Satisfaction)
All we ever want, but I can't have it (Have it)
Scribbles on the page, they call it magic (Magic)
Makes me wanna be what you imagine, imagine
No

[Pre-Chorus]
No need to hurry (No need to hurry)
No need to rush (No need to rush)
I tell them my story, it's never enough
(It's never enough)

[Chorus]
I'm hiding from my shadows
Running inside my dreams
I know that you are watching
You're right there watching me
I need a taste of freedom
I need some room to breathe
But I know that you are watching
You're right there watching me

[Bridge]
(When the eyes are all around)
Gimme, gimme, gimme space
(Keep it low, don't make a sound)
Gimme, gimme, gimme space
(When the eyes are all around)
Gimme, gimme, gimme space (Space)
(Keep it low, don't make a sound)
Gimme, gimme, gimme space
Space


[Chorus]
I'm hiding from my shadows
Running inside my dreams
I know that you are watching
You're right there watching me
I need a taste of freedom
I need some room to breathe (Gimme some room to breathe)
But I know that you are watching
You're right there watching me (Oh no, no)

[Bridge]
(When the eyes are all around)
I'm hiding from my shadows (Gimme, gimme, gimme space)
(Keep it low, don't make a sound)
I know that you are watching (Gimme, gimme, gimme space)
(When the eyes are all around)
I need a taste of freedom (Gimme, gimme, gimme space)
Gimme some room to breathe
(Keep it low, don't make a sound)
But I know that you are watching (Gimme, gimme, gimme space)
You're right there watching me (Watching me)

[Outro]
(Gimme a little, gimme a little, a little more space)
(Just gimme a little, gimme a little, a little more space)
Just give me some space
(Just gimme a little, gimme a little, a little more space)
Just give me some space
A little more
(Just gimme a little, gimme a little)
Just give me some space, baby",2016
Sabrina Carpenter,Too Young,Eyes Wide Open ,"[Verse 1]
Big lights, people
Rushing to grow up before you know
Stop signs, denied
Everyone tells me I gotta go slow

[Pre-Chorus]
And it's gonna hurt sometimes
No matter what you do
But nothing can change my mind

[Chorus]
If I'm too young to fall in love
Why do you keep runnin' through my brain?
If I'm too young to know anything
Then why do I know that I'm just not the same?
Don't tell me I won't, don't tell me I can't feel
What I'm feeling is real
'Cause I'm not too young

[Verse 2]
Raindrops, deep thoughts
Pictures of you and me wherever I go
Laughing, running
To a place where nobody says no


[Pre-Chorus]
It's gonna hurt sometimes
No matter what you do
But I've got to fall to fly, yeah

[Chorus]
If I'm too young to fall in love
Why do you keep runnin' through my brain?
If I'm too young to know anything
Then why do I know that I'm just not the same?
Don't tell me I won't, don't tell me I can't feel
What I'm feeling is real
'Cause I'm not too young

[Bridge]
'Cause I'm not too young, no
Yeah

[Chorus]
And if I'm too young to fall in love
Why do you keep runnin' through my brain?
And if I'm too young to know anything
Then why do I know that I'm just not the same?
Don't tell me I won't, don't tell me I can't feel
What I'm feeling is real
'Cause I'm not too young
'Cause I'm not too young, no


[Outro]
'Cause I'm not too young",2015
Sabrina Carpenter,Lie for Love,Sierra Burgess Is a Loser (Original Motion Picture Soundtrack),"[Verse 1]
I'm played out, it's late out
I'm really hoping you don't care
This pent up momentum
You're starting to become aware

[Pre-Chorus]
I had the upper hand
But I don't, I don't
I know, I know, I don't
I had the upper hand
But I don't, I don't
I know, I know, I don't

[Chorus]
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love

[Verse 2]
It's all there, it's not fair
Where will our hearts be when it's done?
When night falls, and you don't call
I'll stay up waiting for the sun


[Pre-Chorus]
I had the upper hand
But I don't, I don't
I know, I know, I don't
I had the upper hand
But I don't, I don't
I know, I know, I don't

[Chorus]
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love

[Bridge]
I had the upper hand
But I, I, I
I had the upper hand
But I
O-oh

[Chorus]
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love
We can't get too romantic
Too busy running high and low
I just don't understand it
Why I lie, why I lie for love",2018
Sabrina Carpenter,​space and dust,Unknown Album,"12 Contributors​space and dust LyricsOn March 25, 2021, Sabrina Carpenter shared a snippet of a song with her Instagram followers. She captioned the post with: “calling this ‘space and dust’ for now.” It is currently unknown if a full version of… Read More Lyrics From Snippet:

[Verse]
How's it going over there in your own universe?
Do you like the colors that you're painting in your world?
Is it easier to stay inside and not get hurt?
Is the weather kind of dreary there without your girl?

[Pre-Chorus]
Always talking to yourself, are you still happy?
Is it heaven, is it hell, in there without me?
You've got your space and dust
But don't you still need love?

[Chorus]
If no one's there
To hear you scream
You can still reach out
Your hand to me
And I'm floating there
I'll always be
The brightest star in your galaxy",
Sabrina Carpenter,Your Love’s Like,Eyes Wide Open ,"[Intro]
Woah-oh, woah-oh

[Verse 1]
Sometimes life gets bitter
I get strung out, caught in the middle
And I can't breathe
I just need a little taste of paradise
I know a place I can escape to
Where I go, troubles never break through
The grass is greener, my head is clearer
I got peace of mind

[Pre-Chorus]
When I fall into your eyes

[Chorus]
Your love's like breathing in the salty air of summer
On a private island just for me
Your love's like the feeling I get
When my favorite song's spinnin' in my head
Keep it play-playin' on repeat
It's like flowers in the springtime
Every day is Valentine's
So good, it's hard to describe
It's like Paris after midnight
Dancing in the moonlight
That's what your love, that's what your love's like


[Post-Chorus]
Woah-oh, woah-oh
That's what your love, that's what your love's like
Woah-oh, woah-oh
That's what your love, that's what your love's like

[Verse 2]
Stop signs I keep on running into
Red lights make me wanna scream like
Why can't it just be only you and me
All the time? (All the time)

[Pre-Chorus]
In a world no one can find

[Chorus]
Your love's like breathing in the salty air of summer
On a private island just for me
Your love's like the feeling I get
When my favorite song's spinnin' in my head
Keep it play-playin' on repeat
It's like flowers in the springtime
Every day is Valentine's
So good, it's hard to describe
It's like Paris after midnight
Dancing in the moonlight
That's what your love, that's what your love's like


[Post-Chorus]
Woah-oh, woah-oh
That's what your love, that's what your love's like
Woah-oh, woah-oh
That's what your love, that's what your love's like

[Bridge]
When life has left me numb
And I need a pick-me-up
There's no better rush than your love
Your love, your love

[Chorus]
Your love's like breathing in the salty air of summer
On a private island just for me
Your love's like the feeling I get
When my favorite song's spinnin' in my head
Keep it play-playin' on repeat
It's like walking on the ceiling
Can't compare the feeling
Better than I could ever describe
It's like soakin' in the sunrise
Not a worry on my mind (On my mind)
That's what your love, that's what your love's like

[Outro]
Woah-oh, woah-oh (Hey)
That's what your love, that's what your love's like
(La-da-da-da-da-da)
Woah-oh, woah-oh (Yeah)
That's what your love, that's what your love's like
Woah-oh, woah-oh
That's what your love (No), that's what your love's like
Woah-oh, woah-oh
That's what your love's like",2015
